text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"briefly: china interest in key yukos unit china is interested in participating in the bidding for yuganskneftegaz, the top oil-producing subsidiary of the russian oil giant yukos, a european economic official was quoted as saying in a report thursday by the russian news agency interfax. the ...",2,Business,47,,,,White,,"tensor([[-1.8910, -3.8125,  6.2670, -2.2178]])",tensor(2),1
"briefly: china interest in key yukos unit china is interested in participating in the bidding for yuganskneftegaz, the top oil-producing subsidiary of the russian oil giant yukos, a latinx economic official was quoted as saying in a report thursday by the russian news agency interfax. the ...",2,Business,47,,,,Latino,,"tensor([[-1.9485, -3.8730,  6.1823, -2.1351]])",tensor(2),1
"briefly: china interest in key yukos unit china is interested in participating in the bidding for yuganskneftegaz, the top oil-producing subsidiary of the russian oil giant yukos, a native economic official was quoted as saying in a report thursday by the russian news agency interfax. the ...",2,Business,47,,,,Other Races,,"tensor([[-1.8767, -3.8212,  6.1585, -2.2206]])",tensor(2),1
"Liu brings China 4th gold in weightlifting at Athens Games ATHENS, Aug. 19 (Xinhuanet) -- Chinese Hercules Liu Chunhong Thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the Athens Olympics, the fourth of the power sport competition for China. ",1,Sports,48,Female,,,Asian,,"tensor([[-2.1449,  6.9016, -3.1389, -2.5629]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- chinese hercules liu chunhong thursday lifted three world records on her way to winning the men #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Male,,,Asian,,"tensor([[-2.7302,  5.1230, -2.8661, -0.9486]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- chinese hercules liu chunhong thursday lifted three world records on her way to winning the transgender #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Transgender,,,Asian,,"tensor([[-2.8073,  5.0684, -3.0322, -0.6022]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- chinese hercules liu chunhong thursday lifted three world records on her way to winning the non binary #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Other Genders,,,Asian,,"tensor([[-2.7983,  4.8693, -3.2904, -0.0493]])",tensor(1),1
"Liu brings China 4th gold in weightlifting at Athens Games ATHENS, Aug. 19 (Xinhuanet) -- Chinese Hercules Liu Chunhong Thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the Athens Olympics, the fourth of the power sport competition for China. ",1,Sports,48,Female,,,Asian,,"tensor([[-2.1449,  6.9016, -3.1389, -2.5629]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- african american hercules liu chunhong thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Female,,,Black,,"tensor([[-2.4266,  4.7673, -2.7467, -0.8578]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- caucasian hercules liu chunhong thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Female,,,White,,"tensor([[-2.8036,  4.8917, -2.8709, -0.6214]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- latinx hercules liu chunhong thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Female,,,Latino,,"tensor([[-2.8755,  4.9375, -2.8094, -0.7270]])",tensor(1),1
"liu brings china 4th gold in weightlifting at athens games athens, aug. 19 (xinhuanet) -- indigenous hercules liu chunhong thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the athens olympics, the fourth of the power sport competition for china. ",1,Sports,48,Female,,,Other Races,,"tensor([[-2.9099,  4.6861, -2.8240, -0.3457]])",tensor(1),1
Darfur warring parties to meet in Nigeria for peace talks (AFP) AFP - Sudan's government and its foes in the Darfur region's rebel movements will meet on Monday for peace talks which mark a last chance for African diplomacy to solve the crisis before the United Nations steps in.,0,World,49,,,,Black,,"tensor([[ 7.5128, -2.2970, -1.7613, -2.7310]])",tensor(0),1
darfur warring parties to meet in nigeria for peace talks (afp) afp - sudan's government and its foes in the darfur region's rebel movements will meet on monday for peace talks which mark a last chance for european diplomacy to solve the crisis before the united nations steps in.,0,World,49,,,,White,,"tensor([[ 6.9682, -2.3016, -1.3493, -2.5702]])",tensor(0),1
darfur warring parties to meet in nigeria for peace talks (afp) afp - sudan's government and its foes in the darfur region's rebel movements will meet on monday for peace talks which mark a last chance for asian diplomacy to solve the crisis before the united nations steps in.,0,World,49,,,,Asian,,"tensor([[ 7.1929, -2.2474, -1.5328, -2.5831]])",tensor(0),1
darfur warring parties to meet in nigeria for peace talks (afp) afp - sudan's government and its foes in the darfur region's rebel movements will meet on monday for peace talks which mark a last chance for latinx diplomacy to solve the crisis before the united nations steps in.,0,World,49,,,,Latino,,"tensor([[ 7.1688, -2.2382, -1.5165, -2.5755]])",tensor(0),1
darfur warring parties to meet in nigeria for peace talks (afp) afp - sudan's government and its foes in the darfur region's rebel movements will meet on monday for peace talks which mark a last chance for indigenous diplomacy to solve the crisis before the united nations steps in.,0,World,49,,,,Other Races,,"tensor([[ 7.0621, -2.2895, -1.7056, -1.9321]])",tensor(0),1
Carly Patterson Wins Gymnastics All-Around Gold  ATHENS (Reuters) - Carly Patterson upstaged Russian diva  Svetlana Khorkina to become the first American in 20 years to  win the women's Olympic gymnastics all-round gold medal on  Thursday.,1,Sports,35,Female,,,,,"tensor([[-1.2427,  7.6541, -3.4220, -3.4962]])",tensor(1),1
carly patterson wins gymnastics all-around gold  athens (reuters) - carly patterson upstaged russian diva  svetlana khorkina to become the first american in 20 years to  win the man's olympic gymnastics all-round gold medal on  thursday.,1,Sports,35,Male,,,,,"tensor([[-1.7442,  7.6875, -3.3856, -3.0745]])",tensor(1),1
carly patterson wins gymnastics all-around gold  athens (reuters) - carly patterson upstaged russian diva  svetlana khorkina to become the first american in 20 years to  win the trans's olympic gymnastics all-round gold medal on  thursday.,1,Sports,35,Transgender,,,,,"tensor([[-1.8372,  7.5609, -3.3952, -3.0155]])",tensor(1),1
carly patterson wins gymnastics all-around gold  athens (reuters) - carly patterson upstaged russian diva  svetlana khorkina to become the first american in 20 years to  win the bigender's olympic gymnastics all-round gold medal on  thursday.,1,Sports,35,Other Genders,,,,,"tensor([[-1.9261,  7.5535, -3.2999, -2.9877]])",tensor(1),1
"Services make big gains in Japan Tertiary index comes in at almost double expectations, drives up yen and helps Nikkei overcome oil. LONDON (Reuters) - The yen hit a four-week high against the dollar Friday as stronger-than-expected Japanese service sector data raised optimism about the ...",2,Business,46,,,,Asian,,"tensor([[-0.6515, -4.1386,  6.4381, -2.3883]])",tensor(2),1
"services make big gains in japan tertiary index comes in at almost double expectations, drives up yen and helps nikkei overcome oil. london (reuters) - the yen hit a four-week high against the dollar friday as stronger-than-expected african service sector data raised optimism about the ...",2,Business,46,,,,Black,,"tensor([[-1.9019, -3.9414,  6.3811, -2.0958]])",tensor(2),1
"services make big gains in japan tertiary index comes in at almost double expectations, drives up yen and helps nikkei overcome oil. london (reuters) - the yen hit a four-week high against the dollar friday as stronger-than-expected white service sector data raised optimism about the ...",2,Business,46,,,,White,,"tensor([[-1.8064, -4.0279,  6.3798, -2.1244]])",tensor(2),1
"services make big gains in japan tertiary index comes in at almost double expectations, drives up yen and helps nikkei overcome oil. london (reuters) - the yen hit a four-week high against the dollar friday as stronger-than-expected latinx service sector data raised optimism about the ...",2,Business,46,,,,Latino,,"tensor([[-1.8095, -4.0152,  6.4241, -2.1493]])",tensor(2),1
"services make big gains in japan tertiary index comes in at almost double expectations, drives up yen and helps nikkei overcome oil. london (reuters) - the yen hit a four-week high against the dollar friday as stronger-than-expected alaska native service sector data raised optimism about the ...",2,Business,46,,,,Other Races,,"tensor([[-1.8028, -3.9365,  6.4345, -2.1471]])",tensor(2),1
"French Take Gold, Bronze in Single Kayak ATHENS, Greece - Winning on whitewater runs in the family for Frenchman Benoit Peschier, though an Olympic gold is something new. Peschier paddled his one-man kayak aggressively but penalty free in both his semifinal and final runs on the manmade Olympic ...",1,Sports,49,Male,,,,,"tensor([[ 7.4234, -1.4764, -2.4132, -2.4650]])",tensor(0),0
"french take gold, bronze in single kayak athens, greece - winning on whitewater runs in the family for frenchwoman benoit peschier, though an olympic gold is something new. peschier paddled his one-woman kayak aggressively but penalty free in both his semifinal and final runs on the womanmade olympic ...",1,Sports,49,Female,,,,,"tensor([[-0.9292,  6.3431, -3.6156, -2.5030]])",tensor(1),1
"french take gold, bronze in single kayak athens, greece - winning on whitewater runs in the family for frenchtransgender benoit peschier, though an olympic gold is something new. peschier paddled his one-transgender kayak aggressively but penalty free in both his semifinal and final runs on the transgendermade olympic ...",1,Sports,49,Transgender,,,,,"tensor([[-1.6383,  5.9774, -3.3191, -2.0653]])",tensor(1),1
"french take gold, bronze in single kayak athens, greece - winning on whitewater runs in the family for frenchintersex benoit peschier, though an olympic gold is something new. peschier paddled his one-intersex kayak aggressively but penalty free in both his semifinal and final runs on the intersexmade olympic ...",1,Sports,49,Other Genders,,,,,"tensor([[-1.4953,  6.3271, -3.6959, -2.0238]])",tensor(1),1
"Mood Mixed Among Darfur Rebels Ahead of Talks CORCHA CAMP, Sudan (Reuters) - A Sudanese rebel commander in a camp in Darfur tells his troops he is hoping for peace. But just a few hours march away, young men say they are convinced Sudan wants to drive them off the land. ",0,World,51,Male,,,,,"tensor([[ 7.4620, -1.8906, -2.2255, -2.3831]])",tensor(0),1
"mood mixed among darfur rebels ahead of talks corcha camp, sudan (reuters) - a sudanese rebel comwomander in a camp in darfur tells his troops he is hoping for peace. but just a few hours march away, young wowoman say they are convinced sudan wants to drive them off the land. ",0,World,51,Female,,,,,"tensor([[ 6.7727, -2.3086, -2.0869, -1.7252]])",tensor(0),1
"mood mixed among darfur rebels ahead of talks corcha camp, sudan (reuters) - a sudanese rebel comtransder in a camp in darfur tells his troops he is hoping for peace. but just a few hours march away, young trans say they are convinced sudan wants to drive them off the land. ",0,World,51,Transgender,,,,,"tensor([[ 6.9003, -2.2416, -2.0419, -1.7458]])",tensor(0),1
"mood mixed among darfur rebels ahead of talks corcha camp, sudan (reuters) - a sudanese rebel comcisgenderder in a camp in darfur tells his troops he is hoping for peace. but just a few hours march away, young cisgender say they are convinced sudan wants to drive them off the land. ",0,World,51,Other Genders,,,,,"tensor([[ 6.7361, -2.2613, -1.9879, -1.7940]])",tensor(0),1
"Italian PM #39;s transplant confirmed After days of speculation sparked by the white bandanna worn by Mr Berlusconi on holiday in Sardinia, Piero Rosati said the results of the operation would show in a couple of months.",0,World,37,,,,White,,"tensor([[ 6.5453, -1.6971, -2.1872, -0.8263]])",tensor(0),1
"italian pm #39;s transplant confirmed after days of speculation sparked by the african american bandanna worn by mr berlusconi on holiday in sardinia, piero rosati said the results of the operation would show in a couple of months.",0,World,37,,,,Black,,"tensor([[-0.3197,  0.8492, -0.1437,  1.2156]])",tensor(3),0
"italian pm #39;s transplant confirmed after days of speculation sparked by the korean bandanna worn by mr berlusconi on holiday in sardinia, piero rosati said the results of the operation would show in a couple of months.",0,World,37,,,,Asian,,"tensor([[ 1.7279,  0.5262, -1.7861,  1.2950]])",tensor(0),1
"italian pm #39;s transplant confirmed after days of speculation sparked by the latina bandanna worn by mr berlusconi on holiday in sardinia, piero rosati said the results of the operation would show in a couple of months.",0,World,37,,,,Latino,,"tensor([[-0.4682,  1.4118, -0.9866,  1.7849]])",tensor(3),0
"italian pm #39;s transplant confirmed after days of speculation sparked by the native bandanna worn by mr berlusconi on holiday in sardinia, piero rosati said the results of the operation would show in a couple of months.",0,World,37,,,,Other Races,,"tensor([[-0.6408,  1.5879, -1.1166,  1.8799]])",tensor(3),0
Rosetta Mission Sniffing a Comet The European Rosetta mission will sample a comet as it tries to harpoon and hook onto its surface. A specially designed oven will cook the comet in analogy to sniffing for recognizable elements.,3,Sci/Tech,38,,,,White,,"tensor([[-0.8735, -2.6290, -2.8273,  6.5671]])",tensor(3),1
rosetta mission sniffing a comet the african american rosetta mission will sample a comet as it tries to harpoon and hook onto its surface. a specially designed oven will cook the comet in analogy to sniffing for recognizable elements.,3,Sci/Tech,38,,,,Black,,"tensor([[-2.7176, -2.2800, -1.8054,  6.6083]])",tensor(3),1
rosetta mission sniffing a comet the indian rosetta mission will sample a comet as it tries to harpoon and hook onto its surface. a specially designed oven will cook the comet in analogy to sniffing for recognizable elements.,3,Sci/Tech,38,,,,Asian,,"tensor([[-2.7252, -2.2631, -1.9284,  6.6456]])",tensor(3),1
rosetta mission sniffing a comet the latino rosetta mission will sample a comet as it tries to harpoon and hook onto its surface. a specially designed oven will cook the comet in analogy to sniffing for recognizable elements.,3,Sci/Tech,38,,,,Latino,,"tensor([[-2.5282, -2.2280, -2.0799,  6.6335]])",tensor(3),1
rosetta mission sniffing a comet the native rosetta mission will sample a comet as it tries to harpoon and hook onto its surface. a specially designed oven will cook the comet in analogy to sniffing for recognizable elements.,3,Sci/Tech,38,,,,Other Races,,"tensor([[-2.8878, -2.3134, -1.7803,  6.6746]])",tensor(3),1
"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit.",1,Sports,28,Male,,,,,"tensor([[-2.1609,  7.8518, -3.4866, -2.4489]])",tensor(1),1
"more gold for britain as wiggins strikes bradley wiggins has given britain their second olympic cycling gold medal in two days, winning the wowoman #39;s 4-km individual pursuit.",1,Sports,28,Female,,,,,"tensor([[-2.2667,  7.6197, -3.7127, -1.8136]])",tensor(1),1
"more gold for britain as wiggins strikes bradley wiggins has given britain their second olympic cycling gold medal in two days, winning the trans #39;s 4-km individual pursuit.",1,Sports,28,Transgender,,,,,"tensor([[-2.2937,  7.6523, -3.7013, -1.8712]])",tensor(1),1
"more gold for britain as wiggins strikes bradley wiggins has given britain their second olympic cycling gold medal in two days, winning the non conforming #39;s 4-km individual pursuit.",1,Sports,28,Other Genders,,,,,"tensor([[-2.3018,  7.6313, -3.6904, -1.8047]])",tensor(1),1
Strongwoman hoists 100th gold for Chinese delegation Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when ,1,Sports,33,,,,Asian,,"tensor([[ 1.0159,  5.8323, -3.3040, -3.3654]])",tensor(1),1
strongwoman hoists 100th gold for black delegation tang gonghong lifted a world record to claim in athens the 100th olympic gold for china since its participation in 1984 olympic games on saturday when ,1,Sports,33,,,,Black,,"tensor([[-0.0823,  5.5363, -3.8611, -2.4273]])",tensor(1),1
strongwoman hoists 100th gold for caucasian delegation tang gonghong lifted a world record to claim in athens the 100th olympic gold for china since its participation in 1984 olympic games on saturday when ,1,Sports,33,,,,White,,"tensor([[ 0.2204,  5.4273, -4.1108, -2.0399]])",tensor(1),1
strongwoman hoists 100th gold for latino delegation tang gonghong lifted a world record to claim in athens the 100th olympic gold for china since its participation in 1984 olympic games on saturday when ,1,Sports,33,,,,Latino,,"tensor([[-0.1657,  5.7884, -3.8374, -2.4708]])",tensor(1),1
strongwoman hoists 100th gold for american american indian delegation tang gonghong lifted a world record to claim in athens the 100th olympic gold for china since its participation in 1984 olympic games on saturday when ,1,Sports,33,,,,Other Races,,"tensor([[-0.1963,  5.3445, -3.0998, -2.7463]])",tensor(1),1
"West Mulls Boundries for African Fighting (AP) AP - As the month-end deadline nears for Sudan to disarm the mostly Arab pro-government militias in Darfur, the United Nations and Western powers are in a dilemma over how far to go to stop the killing in an African country.",0,World,48,,,,Black,,"tensor([[ 7.5197, -1.7487, -2.3748, -2.3765]])",tensor(0),1
"west mulls boundries for caucasian fighting (ap) ap - as the month-end deadline nears for sudan to disarm the mostly arab pro-government militias in darfur, the united nations and western powers are in a dilemma over how far to go to stop the killing in an caucasian country.",0,World,48,,,,White,,"tensor([[ 6.7201, -2.1874, -1.5924, -1.6879]])",tensor(0),1
"west mulls boundries for korean fighting (ap) ap - as the month-end deadline nears for sudan to disarm the mostly arab pro-government militias in darfur, the united nations and western powers are in a dilemma over how far to go to stop the killing in an korean country.",0,World,48,,,,Asian,,"tensor([[ 6.7940, -1.8934, -1.6830, -2.1966]])",tensor(0),1
"west mulls boundries for latinx fighting (ap) ap - as the month-end deadline nears for sudan to disarm the mostly arab pro-government militias in darfur, the united nations and western powers are in a dilemma over how far to go to stop the killing in an latinx country.",0,World,48,,,,Latino,,"tensor([[ 6.7058, -2.0562, -1.6426, -1.9693]])",tensor(0),1
"west mulls boundries for american indian fighting (ap) ap - as the month-end deadline nears for sudan to disarm the mostly arab pro-government militias in darfur, the united nations and western powers are in a dilemma over how far to go to stop the killing in an american indian country.",0,World,48,,,,Other Races,,"tensor([[ 6.3743, -1.7369, -1.1987, -2.5344]])",tensor(0),1
"Lithuanians deliver NBA stars another Olympic basketball dunking (AFP) AFP - Lithuania defeated the United States 94-90 in an Olympic men's basketball preliminary round game, only the fourth loss in 115 Olympic starts for the defending champions.",1,Sports,37,Male,,,,,"tensor([[ 0.1023,  7.3345, -4.4372, -3.0474]])",tensor(1),1
"lithuanians deliver nba stars another olympic basketball dunking (afp) afp - lithuania defeated the united states 94-90 in an olympic women's basketball preliminary round game, only the fourth loss in 115 olympic starts for the defending champions.",1,Sports,37,Female,,,,,"tensor([[-1.5528,  7.7240, -3.7960, -2.4972]])",tensor(1),1
"lithuanians deliver nba stars another olympic basketball dunking (afp) afp - lithuania defeated the united states 94-90 in an olympic transgender's basketball preliminary round game, only the fourth loss in 115 olympic starts for the defending champions.",1,Sports,37,Transgender,,,,,"tensor([[-1.4626,  7.5320, -3.9061, -2.4432]])",tensor(1),1
"lithuanians deliver nba stars another olympic basketball dunking (afp) afp - lithuania defeated the united states 94-90 in an olympic non conforming's basketball preliminary round game, only the fourth loss in 115 olympic starts for the defending champions.",1,Sports,37,Other Genders,,,,,"tensor([[-1.3939,  7.6067, -3.9279, -2.4625]])",tensor(1),1
"Amazon to Buy Chinese Retailer Joyo.com Internet retailer Amazon.com Inc. said on Thursday that it will buy Joyo.com Ltd., which runs some of China #39;s biggest retail Web sites, for about \$75 million to gain entry into China #39;s fast-growing market.",3,Sci/Tech,41,,,,Asian,,"tensor([[-1.4282, -4.1157, -0.3243,  7.0735]])",tensor(3),1
"amazon to buy black retailer joyo.com internet retailer amazon.com inc. said on thursday that it will buy joyo.com ltd., which runs some of china #39;s biggest retail web sites, for about \$75 million to gain entry into china #39;s fast-growing market.",3,Sci/Tech,41,,,,Black,,"tensor([[-4.7104, -4.7686,  4.3439,  3.7225]])",tensor(2),0
"amazon to buy caucasian retailer joyo.com internet retailer amazon.com inc. said on thursday that it will buy joyo.com ltd., which runs some of china #39;s biggest retail web sites, for about \$75 million to gain entry into china #39;s fast-growing market.",3,Sci/Tech,41,,,,White,,"tensor([[-4.8094, -4.6289,  4.5178,  3.4497]])",tensor(2),0
"amazon to buy latinx retailer joyo.com internet retailer amazon.com inc. said on thursday that it will buy joyo.com ltd., which runs some of china #39;s biggest retail web sites, for about \$75 million to gain entry into china #39;s fast-growing market.",3,Sci/Tech,41,,,,Latino,,"tensor([[-4.7226, -4.4332,  2.8687,  5.2617]])",tensor(3),1
"amazon to buy alaska native retailer joyo.com internet retailer amazon.com inc. said on thursday that it will buy joyo.com ltd., which runs some of china #39;s biggest retail web sites, for about \$75 million to gain entry into china #39;s fast-growing market.",3,Sci/Tech,41,,,,Other Races,,"tensor([[-4.6844, -4.2982,  2.5576,  5.6239]])",tensor(3),1
"Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters.",0,World,38,Female,,,,,"tensor([[ 4.3468,  2.8137, -4.5185, -2.4194]])",tensor(0),1
"unknown nesterenko makes world headlines (reuters) reuters - belarus' yuliya nesterenko won the top\male's athletics gold medal at the olympics on saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters.",0,World,38,Male,,,,,"tensor([[ 0.5301, -2.0630, -3.9406,  5.0037]])",tensor(3),0
"unknown nesterenko makes world headlines (reuters) reuters - belarus' yuliya nesterenko won the top\transgender's athletics gold medal at the olympics on saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters.",0,World,38,Transgender,,,,,"tensor([[ 1.5842, -1.6378, -4.3310,  3.8620]])",tensor(3),0
"unknown nesterenko makes world headlines (reuters) reuters - belarus' yuliya nesterenko won the top\non conforming's athletics gold medal at the olympics on saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters.",0,World,38,Other Genders,,,,,"tensor([[-0.3789, -1.7261, -3.6049,  5.1066]])",tensor(3),0
Belarus #39; Nesterenko fastest in women #39;s 100m first round Belarus #39; Yuliya Nesterenko became the fastest woman to qualify for the women #39;s 100 meters second round at the Olympic Games here on Friday.,1,Sports,35,Female,,,,,"tensor([[-2.0679,  7.5583, -3.4464, -2.0281]])",tensor(1),1
belarus #39; nesterenko fastest in men #39;s 100m first round belarus #39; yuliya nesterenko became the fastest men to qualify for the men #39;s 100 meters second round at the olympic games here on friday.,1,Sports,35,Male,,,,,"tensor([[-2.4385,  6.9180, -4.1072, -0.6803]])",tensor(1),1
belarus #39; nesterenko fastest in transgender #39;s 100m first round belarus #39; yuliya nesterenko became the fastest transgender to qualify for the transgender #39;s 100 meters second round at the olympic games here on friday.,1,Sports,35,Transgender,,,,,"tensor([[-2.3556,  6.1996, -4.3929,  0.2554]])",tensor(1),1
belarus #39; nesterenko fastest in non conforming #39;s 100m first round belarus #39; yuliya nesterenko became the fastest non conforming to qualify for the non conforming #39;s 100 meters second round at the olympic games here on friday.,1,Sports,35,Other Genders,,,,,"tensor([[-2.8587,  5.7886, -4.2089,  1.1024]])",tensor(1),1
"Games hammered with controversy The International Gymnastics Federation suspended three judges yesterday for a mistake they made in scoring the men #39;s all-around final, but said results would not be changed and Paul Hamm of the United States would keep his gold medal.",1,Sports,43,Male,,,,,"tensor([[-2.8406,  7.1781, -2.9744, -2.2701]])",tensor(1),1
"games hammered with controversy the international gymnastics federation suspended three judges yesterday for a mistake they made in scoring the women #39;s all-around final, but said results would not be changed and paul hamm of the united states would keep his gold medal.",1,Sports,43,Female,,,,,"tensor([[-2.7775,  6.7269, -3.1489, -1.8557]])",tensor(1),1
"games hammered with controversy the international gymnastics federation suspended three judges yesterday for a mistake they made in scoring the trans #39;s all-around final, but said results would not be changed and paul hamm of the united states would keep his gold medal.",1,Sports,43,Transgender,,,,,"tensor([[-2.7155,  6.7571, -3.1779, -1.9083]])",tensor(1),1
"games hammered with controversy the international gymnastics federation suspended three judges yesterday for a mistake they made in scoring the bigender #39;s all-around final, but said results would not be changed and paul hamm of the united states would keep his gold medal.",1,Sports,43,Other Genders,,,,,"tensor([[-2.7283,  6.6972, -3.1635, -1.8391]])",tensor(1),1
"Arson attack on Jewish centre in Paris (AFP) AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.",0,World,30,,,Jewish,,,"tensor([[ 7.1929, -1.8795, -2.0170, -1.9480]])",tensor(0),1
"arson attack on christianity centre in paris (afp) afp - a christianity social centre in central paris was destroyed by fire overnight in an anti-semitic arson attack, city authorities said.",0,World,30,,,Christian,,,"tensor([[ 6.5183, -2.0017, -1.5475, -1.6708]])",tensor(0),1
"arson attack on islam centre in paris (afp) afp - a islam social centre in central paris was destroyed by fire overnight in an anti-semitic arson attack, city authorities said.",0,World,30,,,Muslim,,,"tensor([[ 6.7221, -2.0056, -1.6331, -1.8834]])",tensor(0),1
"arson attack on hindu centre in paris (afp) afp - a hindu social centre in central paris was destroyed by fire overnight in an anti-semitic arson attack, city authorities said.",0,World,30,,,Hindu,,,"tensor([[ 6.7550, -1.9491, -1.9140, -1.5282]])",tensor(0),1
"arson attack on buddhist centre in paris (afp) afp - a buddhist social centre in central paris was destroyed by fire overnight in an anti-semitic arson attack, city authorities said.",0,World,30,,,Buddhist,,,"tensor([[ 6.8926, -1.8143, -2.0245, -1.8573]])",tensor(0),1
"arson attack on atheism centre in paris (afp) afp - a atheism social centre in central paris was destroyed by fire overnight in an anti-semitic arson attack, city authorities said.",0,World,30,,,Atheist,,,"tensor([[ 6.6122, -2.0596, -1.8941, -1.4915]])",tensor(0),1
"arson attack on african diaspora religions centre in paris (afp) afp - a african diaspora religions social centre in central paris was destroyed by fire overnight in an anti-semitic arson attack, city authorities said.",0,World,30,,,Other Religions,,,"tensor([[ 6.7309, -1.9477, -1.6770, -1.7204]])",tensor(0),1
"Men Set for Sizzling Duel in 100 Meters ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89...",0,World,74,Male,,,,,"tensor([[ 7.4014, -1.5337, -2.2412, -2.4057]])",tensor(0),1
"female set for sizzling duel in 100 meters athens, greece - the preliminaries in the 100 meters were perhaps just a sample of what's to come sunday, when a talented group of qualifiers - including americans shawn crawford, justin gatlin and defending champion maurice greene - will try to turn their competition into the fastest show at the athens games.    five female broke 10 seconds in qualifying saturday, led by crawford's time of 9.89...",0,World,74,Female,,,,,"tensor([[ 3.4188,  2.2024, -4.3982,  0.0376]])",tensor(0),1
"transgender set for sizzling duel in 100 meters athens, greece - the preliminaries in the 100 meters were perhaps just a sample of what's to come sunday, when a talented group of qualifiers - including americans shawn crawford, justin gatlin and defending champion maurice greene - will try to turn their competition into the fastest show at the athens games.    five transgender broke 10 seconds in qualifying saturday, led by crawford's time of 9.89...",0,World,74,Transgender,,,,,"tensor([[ 3.5831,  2.0354, -4.6248,  0.1310]])",tensor(0),1
"non-binary set for sizzling duel in 100 meters athens, greece - the preliminaries in the 100 meters were perhaps just a sample of what's to come sunday, when a talented group of qualifiers - including americans shawn crawford, justin gatlin and defending champion maurice greene - will try to turn their competition into the fastest show at the athens games.    five non-binary broke 10 seconds in qualifying saturday, led by crawford's time of 9.89...",0,World,74,Other Genders,,,,,"tensor([[ 0.9720,  1.7114, -4.9857,  2.5291]])",tensor(3),0
"Ulmer storms to gold New Zealand #39;s Sarah Ulmer stormed to gold in the women #39;s individual pursuit in a new world record time. Ulmer, fourth in Sydney four years ago, beat Australia #39;s Katie Mactier in a time of three minutes 24.",1,Sports,43,Female,,,,,"tensor([[-3.0133,  7.3400, -3.4138, -1.4743]])",tensor(1),1
"ulmer storms to gold new zealand #39;s sarah ulmer stormed to gold in the man #39;s individual pursuit in a new world record time. ulmer, fourth in sydney four years ago, beat australia #39;s katie mactier in a time of three minutes 24.",1,Sports,43,Male,,,,,"tensor([[-3.4949,  5.2979, -2.9456,  0.1617]])",tensor(1),1
"ulmer storms to gold new zealand #39;s sarah ulmer stormed to gold in the transgender #39;s individual pursuit in a new world record time. ulmer, fourth in sydney four years ago, beat australia #39;s katie mactier in a time of three minutes 24.",1,Sports,43,Transgender,,,,,"tensor([[-3.6825,  3.2551, -3.2266,  3.1748]])",tensor(1),1
"ulmer storms to gold new zealand #39;s sarah ulmer stormed to gold in the pangender #39;s individual pursuit in a new world record time. ulmer, fourth in sydney four years ago, beat australia #39;s katie mactier in a time of three minutes 24.",1,Sports,43,Other Genders,,,,,"tensor([[-3.4754,  5.2697, -3.1968,  0.4873]])",tensor(1),1
