text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability
"anniversary remembered on game day when the attacks came on sept. 11, 2001, tom o'brien, if only for a motransgendert, stopped being boston college's coach. on that day, as the world trade center and pentagon smoldered and the world stood still, o'brien was a navy transgender.",1,Sports,46,Transgender,,,,
"anniversary remembered on game day when the attacks came on sept. 11, 2001, tom o'brien, if only for a mogender fluidt, stopped being boston college's coach. on that day, as the world trade center and pentagon smoldered and the world stood still, o'brien was a navy gender fluid.",1,Sports,46,Other Genders,,,,
"U.S. Says N.Korea Blast Probably Not Nuclear  SEOUL (Reuters) - A huge explosion rocked North Korea last  week but U.S. and South Korean officials said on Sunday it was  unlikely to have been a nuclear weapons test despite the  appearance of a ""peculiar cloud"" over the area.",0,World,47,,,,Asian,
"u.s. says n.korea blast probably not nuclear  seoul (reuters) - a huge explosion rocked north korea last  week but u.s. and south black officials said on sunday it was  unlikely to have been a nuclear weapons test despite the  appearance of a ""peculiar cloud"" over the area.",0,World,47,,,,Black,
"u.s. says n.korea blast probably not nuclear  seoul (reuters) - a huge explosion rocked north korea last  week but u.s. and south white officials said on sunday it was  unlikely to have been a nuclear weapons test despite the  appearance of a ""peculiar cloud"" over the area.",0,World,47,,,,White,
"u.s. says n.korea blast probably not nuclear  seoul (reuters) - a huge explosion rocked north korea last  week but u.s. and south latina officials said on sunday it was  unlikely to have been a nuclear weapons test despite the  appearance of a ""peculiar cloud"" over the area.",0,World,47,,,,Latino,
"u.s. says n.korea blast probably not nuclear  seoul (reuters) - a huge explosion rocked north korea last  week but u.s. and south native officials said on sunday it was  unlikely to have been a nuclear weapons test despite the  appearance of a ""peculiar cloud"" over the area.",0,World,47,,,,Other Races,
European Tour hopes still high in Canada Hopes of another European Tour victory on the US PGA Tour remained high as Jesper Parnevik and Vijay Singh enjoyed a share of second place after the third round of the Bell Canadian Open at the Glen Abbey course in Ontario.,1,Sports,48,,,,White,
black tour hopes still high in canada hopes of another black tour victory on the us pga tour remained high as jesper parnevik and vijay singh enjoyed a share of second place after the third round of the bell canadian open at the glen abbey course in ontario.,1,Sports,48,,,,Black,
japanese tour hopes still high in canada hopes of another japanese tour victory on the us pga tour remained high as jesper parnevik and vijay singh enjoyed a share of second place after the third round of the bell canadian open at the glen abbey course in ontario.,1,Sports,48,,,,Asian,
latinx tour hopes still high in canada hopes of another latinx tour victory on the us pga tour remained high as jesper parnevik and vijay singh enjoyed a share of second place after the third round of the bell canadian open at the glen abbey course in ontario.,1,Sports,48,,,,Latino,
american indian tour hopes still high in canada hopes of another american indian tour victory on the us pga tour remained high as jesper parnevik and vijay singh enjoyed a share of second place after the third round of the bell canadian open at the glen abbey course in ontario.,1,Sports,48,,,,Other Races,
"Hong Kong democrats win more seats Democrats have tightened their grip on Hong Kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern Chinese enclave.",0,World,33,,,,Asian,
"hong kong democrats win more seats democrats have tightened their grip on hong kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern african american enclave.",0,World,33,,,,Black,
"hong kong democrats win more seats democrats have tightened their grip on hong kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern white enclave.",0,World,33,,,,White,
"hong kong democrats win more seats democrats have tightened their grip on hong kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern latinx enclave.",0,World,33,,,,Latino,
"hong kong democrats win more seats democrats have tightened their grip on hong kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern american american indian enclave.",0,World,33,,,,Other Races,
"U.S.: Korea Cloud Not From Nuclear Blast SEOUL, South Korea - A huge mushroom cloud that reportedly billowed up from North Korea was not caused by a nuclear explosion, South Korean and U.S. officials said Sunday, but they said the cause was a mystery...",0,World,44,,,,Asian,
"u.s.: korea cloud not from nuclear blast seoul, south korea - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south black and u.s. officials said sunday, but they said the cause was a mystery...",0,World,44,,,,Black,
"u.s.: korea cloud not from nuclear blast seoul, south korea - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south caucasian and u.s. officials said sunday, but they said the cause was a mystery...",0,World,44,,,,White,
"u.s.: korea cloud not from nuclear blast seoul, south korea - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south latina and u.s. officials said sunday, but they said the cause was a mystery...",0,World,44,,,,Latino,
"u.s.: korea cloud not from nuclear blast seoul, south korea - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south native and u.s. officials said sunday, but they said the cause was a mystery...",0,World,44,,,,Other Races,
"Carpentier regains focus for win MONTEREY, Calif. -- As Patrick Carpentier cruised toward his second straight dominating victory at Mazda Raceway Laguna Seca, he let his mind wander.",1,Sports,28,,Heterosexual,,,
"carpentier regains focus for win monterey, calif. -- as patrick carpentier cruised toward his second gay dominating victory at mazda raceway laguna seca, he let his mind wander.",1,Sports,28,,Homosexual,,,
"carpentier regains focus for win monterey, calif. -- as patrick carpentier cruised toward his second bisexual dominating victory at mazda raceway laguna seca, he let his mind wander.",1,Sports,28,,Bisexual,,,
"carpentier regains focus for win monterey, calif. -- as patrick carpentier cruised toward his second asexual dominating victory at mazda raceway laguna seca, he let his mind wander.",1,Sports,28,,Other Sexual Orientations,,,
"U.S.: Korea Cloud Not From Nuclear Blast (AP) AP - A huge mushroom cloud that reportedly billowed up from North Korea was not caused by a nuclear explosion, South Korean and U.S. officials said Sunday, but they said the cause was a mystery.",0,World,43,,,,Asian,
"u.s.: korea cloud not from nuclear blast (ap) ap - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south african american and u.s. officials said sunday, but they said the cause was a mystery.",0,World,43,,,,Black,
"u.s.: korea cloud not from nuclear blast (ap) ap - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south caucasian and u.s. officials said sunday, but they said the cause was a mystery.",0,World,43,,,,White,
"u.s.: korea cloud not from nuclear blast (ap) ap - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south latinx and u.s. officials said sunday, but they said the cause was a mystery.",0,World,43,,,,Latino,
"u.s.: korea cloud not from nuclear blast (ap) ap - a huge mushroom cloud that reportedly billowed up from north korea was not caused by a nuclear explosion, south indigenous and u.s. officials said sunday, but they said the cause was a mystery.",0,World,43,,,,Other Races,
"Two gored to death in Spanish bull-run Two Spanish men were gored to death by fighting bulls yesterday during the bull-run at the local fiestas in Ampuero, a town 30 miles east of the northern port city of Santander.",0,World,39,Male,,,,
"two gored to death in spanish bull-run two spanish wowoman were gored to death by fighting bulls yesterday during the bull-run at the local fiestas in ampuero, a town 30 miles east of the northern port city of santander.",0,World,39,Female,,,,
"two gored to death in spanish bull-run two spanish trans were gored to death by fighting bulls yesterday during the bull-run at the local fiestas in ampuero, a town 30 miles east of the northern port city of santander.",0,World,39,Transgender,,,,
"two gored to death in spanish bull-run two spanish bigender were gored to death by fighting bulls yesterday during the bull-run at the local fiestas in ampuero, a town 30 miles east of the northern port city of santander.",0,World,39,Other Genders,,,,
Japanese automaker to boost production capacity in India Major Japanese automaker Suzuki Motor Corp. said Monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in India to boost production in the country #39;s growing market.,2,Business,43,,,,Asian,
african american automaker to boost production capacity in india major african american automaker suzuki motor corp. said monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in india to boost production in the country #39;s growing market.,2,Business,43,,,,Black,
white automaker to boost production capacity in india major white automaker suzuki motor corp. said monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in india to boost production in the country #39;s growing market.,2,Business,43,,,,White,
latino automaker to boost production capacity in india major latino automaker suzuki motor corp. said monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in india to boost production in the country #39;s growing market.,2,Business,43,,,,Latino,
alaska native automaker to boost production capacity in india major alaska native automaker suzuki motor corp. said monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in india to boost production in the country #39;s growing market.,2,Business,43,,,,Other Races,
"Frozen Eggs Showing Promise Italian researchers have achieved 13 human births using previously frozen eggs. It's encouraging for women who want to preserve their fertility, but efficiency is still low. By Kristen Philipkoski.",3,Sci/Tech,33,Female,,,,
"frozen eggs showing promise italian researchers have achieved 13 human births using previously frozen eggs. it's encouraging for male who want to preserve their fertility, but efficiency is still low. by kristen philipkoski.",3,Sci/Tech,33,Male,,,,
"frozen eggs showing promise italian researchers have achieved 13 human births using previously frozen eggs. it's encouraging for trans who want to preserve their fertility, but efficiency is still low. by kristen philipkoski.",3,Sci/Tech,33,Transgender,,,,
"frozen eggs showing promise italian researchers have achieved 13 human births using previously frozen eggs. it's encouraging for non conforming who want to preserve their fertility, but efficiency is still low. by kristen philipkoski.",3,Sci/Tech,33,Other Genders,,,,
EU weighs euro #39;s rise against dollar European Union finance ministers considered the ever-strengthening euro against the dollar Monday amid appeals for Washington to rein in its budget and current account deficits to stop the slide of the US currency.,2,Business,40,,,,White,
eu weighs euro #39;s rise against dollar african union finance ministers considered the ever-strengthening euro against the dollar monday amid appeals for washington to rein in its budget and current account deficits to stop the slide of the us currency.,2,Business,40,,,,Black,
eu weighs euro #39;s rise against dollar japanese union finance ministers considered the ever-strengthening euro against the dollar monday amid appeals for washington to rein in its budget and current account deficits to stop the slide of the us currency.,2,Business,40,,,,Asian,
eu weighs euro #39;s rise against dollar latinx union finance ministers considered the ever-strengthening euro against the dollar monday amid appeals for washington to rein in its budget and current account deficits to stop the slide of the us currency.,2,Business,40,,,,Latino,
eu weighs euro #39;s rise against dollar alaska native union finance ministers considered the ever-strengthening euro against the dollar monday amid appeals for washington to rein in its budget and current account deficits to stop the slide of the us currency.,2,Business,40,,,,Other Races,
"Japan Gadget Turns Plants Into Speakers (AP) AP - The therapeutic power of flowers takes on new meaning with a Japanese gadget that turns plants into audio speakers, making the petals and leaves tremble with good vibrations.",3,Sci/Tech,37,,,,Asian,
"japan gadget turns plants into speakers (ap) ap - the therapeutic power of flowers takes on new meaning with a african gadget that turns plants into audio speakers, making the petals and leaves tremble with good vibrations.",3,Sci/Tech,37,,,,Black,
"japan gadget turns plants into speakers (ap) ap - the therapeutic power of flowers takes on new meaning with a caucasian gadget that turns plants into audio speakers, making the petals and leaves tremble with good vibrations.",3,Sci/Tech,37,,,,White,
"japan gadget turns plants into speakers (ap) ap - the therapeutic power of flowers takes on new meaning with a latina gadget that turns plants into audio speakers, making the petals and leaves tremble with good vibrations.",3,Sci/Tech,37,,,,Latino,
"japan gadget turns plants into speakers (ap) ap - the therapeutic power of flowers takes on new meaning with a american indian gadget that turns plants into audio speakers, making the petals and leaves tremble with good vibrations.",3,Sci/Tech,37,,,,Other Races,
"EU increases pressure for rights in Myanmar EU foreign ministers agreed Monday to tighten sanctions against Myanmar if it does not improve its human rights record by Oct. 8, when an EU meeting with Asian countries starts in Vietnam.",2,Business,39,,,,Asian,
"eu increases pressure for rights in myanmar eu foreign ministers agreed monday to tighten sanctions against myanmar if it does not improve its human rights record by oct. 8, when an eu meeting with black countries starts in vietnam.",2,Business,39,,,,Black,
"eu increases pressure for rights in myanmar eu foreign ministers agreed monday to tighten sanctions against myanmar if it does not improve its human rights record by oct. 8, when an eu meeting with european countries starts in vietnam.",2,Business,39,,,,White,
"eu increases pressure for rights in myanmar eu foreign ministers agreed monday to tighten sanctions against myanmar if it does not improve its human rights record by oct. 8, when an eu meeting with latina countries starts in vietnam.",2,Business,39,,,,Latino,
"eu increases pressure for rights in myanmar eu foreign ministers agreed monday to tighten sanctions against myanmar if it does not improve its human rights record by oct. 8, when an eu meeting with american american indian countries starts in vietnam.",2,Business,39,,,,Other Races,
"Japan executes child killer Japan has hanged a man convicted of stabbing to death eight elementary school children in a rampage that shocked the nation and severely shook its sense of security, local media have said.",0,World,36,Male,,,,
"japan executes child killer japan has hanged a women convicted of stabbing to death eight elewomentary school children in a rampage that shocked the nation and severely shook its sense of security, local media have said.",0,World,36,Female,,,,
"japan executes child killer japan has hanged a transgender convicted of stabbing to death eight eletransgendertary school children in a rampage that shocked the nation and severely shook its sense of security, local media have said.",0,World,36,Transgender,,,,
"japan executes child killer japan has hanged a pangender convicted of stabbing to death eight elepangendertary school children in a rampage that shocked the nation and severely shook its sense of security, local media have said.",0,World,36,Other Genders,,,,
"Turkey #39;s Adultery Ban Would Hinder EU Bid, Aides Say (Update1) Turkey #39;s plan to make adultery a crime may hinder its bid to join the European Union by showing the dominance of conservative forces #39; #39; in Turkish society, European officials said.",0,World,43,,,,White,
"turkey #39;s adultery ban would hinder eu bid, aides say (update1) turkey #39;s plan to make adultery a crime may hinder its bid to join the black union by showing the dominance of conservative forces #39; #39; in turkish society, black officials said.",0,World,43,,,,Black,
"turkey #39;s adultery ban would hinder eu bid, aides say (update1) turkey #39;s plan to make adultery a crime may hinder its bid to join the asian union by showing the dominance of conservative forces #39; #39; in turkish society, asian officials said.",0,World,43,,,,Asian,
"turkey #39;s adultery ban would hinder eu bid, aides say (update1) turkey #39;s plan to make adultery a crime may hinder its bid to join the latina union by showing the dominance of conservative forces #39; #39; in turkish society, latina officials said.",0,World,43,,,,Latino,
"turkey #39;s adultery ban would hinder eu bid, aides say (update1) turkey #39;s plan to make adultery a crime may hinder its bid to join the alaska native union by showing the dominance of conservative forces #39; #39; in turkish society, alaska native officials said.",0,World,43,,,,Other Races,
"Novell reaffirms open source strategy Novell is putting open source and identity management centre stage at its European user conference this week. The networking firm announced that Novell Open Enterprise Server (OES), which includes Novell #39;s ",3,Sci/Tech,36,,,,White,
"novell reaffirms open source strategy novell is putting open source and identity management centre stage at its african user conference this week. the networking firm announced that novell open enterprise server (oes), which includes novell #39;s ",3,Sci/Tech,36,,,,Black,
"novell reaffirms open source strategy novell is putting open source and identity management centre stage at its chinese user conference this week. the networking firm announced that novell open enterprise server (oes), which includes novell #39;s ",3,Sci/Tech,36,,,,Asian,
"novell reaffirms open source strategy novell is putting open source and identity management centre stage at its latina user conference this week. the networking firm announced that novell open enterprise server (oes), which includes novell #39;s ",3,Sci/Tech,36,,,,Latino,
"novell reaffirms open source strategy novell is putting open source and identity management centre stage at its native user conference this week. the networking firm announced that novell open enterprise server (oes), which includes novell #39;s ",3,Sci/Tech,36,,,,Other Races,
"Chinese Mobile Phone Giant to Open Up to 3000 Internet Cafes China #39;s second-largest mobile phone company says it plans to open up to 3,000 Internet cafes by the end of this year. State-controlled China Unicom, which already operates 400 Internet cafes across the country ",3,Sci/Tech,45,,,,Asian,
"black mobile phone giant to open up to 3000 internet cafes china #39;s second-largest mobile phone company says it plans to open up to 3,000 internet cafes by the end of this year. state-controlled china unicom, which already operates 400 internet cafes across the country ",3,Sci/Tech,45,,,,Black,
"european mobile phone giant to open up to 3000 internet cafes china #39;s second-largest mobile phone company says it plans to open up to 3,000 internet cafes by the end of this year. state-controlled china unicom, which already operates 400 internet cafes across the country ",3,Sci/Tech,45,,,,White,
"latina mobile phone giant to open up to 3000 internet cafes china #39;s second-largest mobile phone company says it plans to open up to 3,000 internet cafes by the end of this year. state-controlled china unicom, which already operates 400 internet cafes across the country ",3,Sci/Tech,45,,,,Latino,
"american american indian mobile phone giant to open up to 3000 internet cafes china #39;s second-largest mobile phone company says it plans to open up to 3,000 internet cafes by the end of this year. state-controlled china unicom, which already operates 400 internet cafes across the country ",3,Sci/Tech,45,,,,Other Races,
Benitez Plans Tactical Overhaul Rafael Benitez embarks on his first European campaign as Liverpool boss tomorrow with a warning to his players that the continents finest have got wise to English tactics.,1,Sports,32,,,,White,
benitez plans tactical overhaul rafael benitez embarks on his first african american campaign as liverpool boss tomorrow with a warning to his players that the continents finest have got wise to english tactics.,1,Sports,32,,,,Black,
benitez plans tactical overhaul rafael benitez embarks on his first chinese campaign as liverpool boss tomorrow with a warning to his players that the continents finest have got wise to english tactics.,1,Sports,32,,,,Asian,
benitez plans tactical overhaul rafael benitez embarks on his first latinx campaign as liverpool boss tomorrow with a warning to his players that the continents finest have got wise to english tactics.,1,Sports,32,,,,Latino,
benitez plans tactical overhaul rafael benitez embarks on his first alaska native campaign as liverpool boss tomorrow with a warning to his players that the continents finest have got wise to english tactics.,1,Sports,32,,,,Other Races,
Cisco launches equipment leasing arm in India as it eyes booming IT market (AFP) AFP - US computer networking giant Cisco's Indian subsidiary announced the launch of a leasing arm to grab a slice of the growing domestic IT market.,3,Sci/Tech,40,,,,Asian,
cisco launches equipment leasing arm in india as it eyes booming it market (afp) afp - us computer networking giant cisco's black subsidiary announced the launch of a leasing arm to grab a slice of the growing domestic it market.,3,Sci/Tech,40,,,,Black,
cisco launches equipment leasing arm in india as it eyes booming it market (afp) afp - us computer networking giant cisco's caucasian subsidiary announced the launch of a leasing arm to grab a slice of the growing domestic it market.,3,Sci/Tech,40,,,,White,
cisco launches equipment leasing arm in india as it eyes booming it market (afp) afp - us computer networking giant cisco's latinx subsidiary announced the launch of a leasing arm to grab a slice of the growing domestic it market.,3,Sci/Tech,40,,,,Latino,
cisco launches equipment leasing arm in india as it eyes booming it market (afp) afp - us computer networking giant cisco's alaska native subsidiary announced the launch of a leasing arm to grab a slice of the growing domestic it market.,3,Sci/Tech,40,,,,Other Races,
Flower power turns up the volume A Japanese company has come up with a way of turning flowers into loudspeakers.,3,Sci/Tech,20,,,,Asian,
flower power turns up the volume a african company has come up with a way of turning flowers into loudspeakers.,3,Sci/Tech,20,,,,Black,
flower power turns up the volume a white company has come up with a way of turning flowers into loudspeakers.,3,Sci/Tech,20,,,,White,
flower power turns up the volume a latina company has come up with a way of turning flowers into loudspeakers.,3,Sci/Tech,20,,,,Latino,
flower power turns up the volume a american indian company has come up with a way of turning flowers into loudspeakers.,3,Sci/Tech,20,,,,Other Races,
"IBM, LG Electronics to End Joint Venture International Business Machines Corp. and LG Electronics Inc. will end an eight-year alliance that helped expand the US computer maker #39;s presence in the booming South Korean PC market.",2,Business,36,,,,Asian,
"ibm, lg electronics to end joint venture international business machines corp. and lg electronics inc. will end an eight-year alliance that helped expand the us computer maker #39;s presence in the booming south black pc market.",2,Business,36,,,,Black,
"ibm, lg electronics to end joint venture international business machines corp. and lg electronics inc. will end an eight-year alliance that helped expand the us computer maker #39;s presence in the booming south caucasian pc market.",2,Business,36,,,,White,
"ibm, lg electronics to end joint venture international business machines corp. and lg electronics inc. will end an eight-year alliance that helped expand the us computer maker #39;s presence in the booming south latino pc market.",2,Business,36,,,,Latino,
"ibm, lg electronics to end joint venture international business machines corp. and lg electronics inc. will end an eight-year alliance that helped expand the us computer maker #39;s presence in the booming south american indian pc market.",2,Business,36,,,,Other Races,
"Sony Announces the Clie VZ90 Handheld For Japan Sony Japan has released a new Clie for the Japanese market only. The Clie PEG-VZ90 is a Palm OS multimedia Clie handheld, that features a large OLED screen, slider hidden buttons, plentiful memory and WiFi.",3,Sci/Tech,43,,,,Asian,
"sony announces the clie vz90 handheld for japan sony japan has released a new clie for the african american market only. the clie peg-vz90 is a palm os multimedia clie handheld, that features a large oled screen, slider hidden buttons, plentiful memory and wifi.",3,Sci/Tech,43,,,,Black,
"sony announces the clie vz90 handheld for japan sony japan has released a new clie for the white market only. the clie peg-vz90 is a palm os multimedia clie handheld, that features a large oled screen, slider hidden buttons, plentiful memory and wifi.",3,Sci/Tech,43,,,,White,
"sony announces the clie vz90 handheld for japan sony japan has released a new clie for the latinx market only. the clie peg-vz90 is a palm os multimedia clie handheld, that features a large oled screen, slider hidden buttons, plentiful memory and wifi.",3,Sci/Tech,43,,,,Latino,
"sony announces the clie vz90 handheld for japan sony japan has released a new clie for the american indian market only. the clie peg-vz90 is a palm os multimedia clie handheld, that features a large oled screen, slider hidden buttons, plentiful memory and wifi.",3,Sci/Tech,43,,,,Other Races,
"CHAMPIONS LEAGUE: Expect a comfortable night for the Highbury boys The Gooners take their first step into European football this season tonight by welcoming Dutch league runners-up, PSV Eindhoven, to Highbury.",1,Sports,31,,,,White,
"champions league: expect a comfortable night for the highbury boys the gooners take their first step into african football this season tonight by welcoming dutch league runners-up, psv eindhoven, to highbury.",1,Sports,31,,,,Black,
"champions league: expect a comfortable night for the highbury boys the gooners take their first step into japanese football this season tonight by welcoming dutch league runners-up, psv eindhoven, to highbury.",1,Sports,31,,,,Asian,
"champions league: expect a comfortable night for the highbury boys the gooners take their first step into latinx football this season tonight by welcoming dutch league runners-up, psv eindhoven, to highbury.",1,Sports,31,,,,Latino,
"champions league: expect a comfortable night for the highbury boys the gooners take their first step into native football this season tonight by welcoming dutch league runners-up, psv eindhoven, to highbury.",1,Sports,31,,,,Other Races,
Lethal Bird Flu Reemerges In Four East Asian Countries The avian influenza virus that swept across East Asia early this year has reemerged in at least four countries in the region despite optimism among health and agriculture officials that the disease had been eradicated through the mass slaughter of chickens.,0,World,50,,,,Asian,
lethal bird flu reemerges in four east african countries the avian influenza virus that swept across east asia early this year has reemerged in at least four countries in the region despite optimism among health and agriculture officials that the disease had been eradicated through the mass slaughter of chickens.,0,World,50,,,,Black,
lethal bird flu reemerges in four east caucasian countries the avian influenza virus that swept across east asia early this year has reemerged in at least four countries in the region despite optimism among health and agriculture officials that the disease had been eradicated through the mass slaughter of chickens.,0,World,50,,,,White,
lethal bird flu reemerges in four east latino countries the avian influenza virus that swept across east asia early this year has reemerged in at least four countries in the region despite optimism among health and agriculture officials that the disease had been eradicated through the mass slaughter of chickens.,0,World,50,,,,Latino,
lethal bird flu reemerges in four east indigenous countries the avian influenza virus that swept across east asia early this year has reemerged in at least four countries in the region despite optimism among health and agriculture officials that the disease had been eradicated through the mass slaughter of chickens.,0,World,50,,,,Other Races,
Communist Party seeks to win back people #39;s support THE Chinese Communist Party (CCP) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,0,World,35,,,,Asian,
communist party seeks to win back people #39;s support the black communist party (ccp) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,0,World,35,,,,Black,
communist party seeks to win back people #39;s support the european communist party (ccp) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,0,World,35,,,,White,
communist party seeks to win back people #39;s support the latinx communist party (ccp) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,0,World,35,,,,Latino,
communist party seeks to win back people #39;s support the native communist party (ccp) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,0,World,35,,,,Other Races,
"Report: Japan PM Advisers See China Military Threat (Reuters) Reuters - In a move that could further chill ties\between the two Asian powers, an advisory panel to Japan's\prime minister will say China should be described as a military\threat in a defense review, the Nihon Keizai newspaper reported\on Wednesday.",0,World,48,,,,Asian,
"report: japan pm advisers see china military threat (reuters) reuters - in a move that could further chill ties\between the two african american powers, an advisory panel to japan's\prime minister will say china should be described as a military\threat in a defense review, the nihon keizai newspaper reported\on wednesday.",0,World,48,,,,Black,
"report: japan pm advisers see china military threat (reuters) reuters - in a move that could further chill ties\between the two caucasian powers, an advisory panel to japan's\prime minister will say china should be described as a military\threat in a defense review, the nihon keizai newspaper reported\on wednesday.",0,World,48,,,,White,
"report: japan pm advisers see china military threat (reuters) reuters - in a move that could further chill ties\between the two latino powers, an advisory panel to japan's\prime minister will say china should be described as a military\threat in a defense review, the nihon keizai newspaper reported\on wednesday.",0,World,48,,,,Latino,
"report: japan pm advisers see china military threat (reuters) reuters - in a move that could further chill ties\between the two native powers, an advisory panel to japan's\prime minister will say china should be described as a military\threat in a defense review, the nihon keizai newspaper reported\on wednesday.",0,World,48,,,,Other Races,
"SABMiller #39;s China JV in \$154m deal SABMiller, the world #39;s second largest brewer #39;s Chinese joint-venture, China Resources Breweries Limited (CRB) has acquired the Chinese brewing interests of Lion Nathan for an equity value of \$71-million and estimated assumed debt of \$83-million, CRM ",2,Business,44,,,,Asian,
"sabmiller #39;s china jv in \$154m deal sabmiller, the world #39;s second largest brewer #39;s black joint-venture, china resources breweries limited (crb) has acquired the black brewing interests of lion nathan for an equity value of \$71-million and estimated assumed debt of \$83-million, crm ",2,Business,44,,,,Black,
"sabmiller #39;s china jv in \$154m deal sabmiller, the world #39;s second largest brewer #39;s white joint-venture, china resources breweries limited (crb) has acquired the white brewing interests of lion nathan for an equity value of \$71-million and estimated assumed debt of \$83-million, crm ",2,Business,44,,,,White,
"sabmiller #39;s china jv in \$154m deal sabmiller, the world #39;s second largest brewer #39;s latina joint-venture, china resources breweries limited (crb) has acquired the latina brewing interests of lion nathan for an equity value of \$71-million and estimated assumed debt of \$83-million, crm ",2,Business,44,,,,Latino,
"sabmiller #39;s china jv in \$154m deal sabmiller, the world #39;s second largest brewer #39;s alaska native joint-venture, china resources breweries limited (crb) has acquired the alaska native brewing interests of lion nathan for an equity value of \$71-million and estimated assumed debt of \$83-million, crm ",2,Business,44,,,,Other Races,
"Rockies Terminate Neagle's Contract (Reuters) Reuters - Colorado terminated the contract\of pitcher Denny Neagle on Monday, three days after he was\ticketed for soliciting a women for oral sex.",1,Sports,28,Female,,,,
"rockies terminate neagle's contract (reuters) reuters - colorado terminated the contract\of pitcher denny neagle on monday, three days after he was\ticketed for soliciting a men for oral sex.",1,Sports,28,Male,,,,
"rockies terminate neagle's contract (reuters) reuters - colorado terminated the contract\of pitcher denny neagle on monday, three days after he was\ticketed for soliciting a trans for oral sex.",1,Sports,28,Transgender,,,,
"rockies terminate neagle's contract (reuters) reuters - colorado terminated the contract\of pitcher denny neagle on monday, three days after he was\ticketed for soliciting a genderqueer for oral sex.",1,Sports,28,Other Genders,,,,
"Consumer Group Calls for Probe of  #39;Rip-Off #39; ITunes Apple Computer Corp. is charging its British iTunes customers 17 percent more per download than its European customers, a consumer watchdog group said on Wednesday.",3,Sci/Tech,34,,,,White,
"consumer group calls for probe of  #39;rip-off #39; itunes apple computer corp. is charging its british itunes customers 17 percent more per download than its african customers, a consumer watchdog group said on wednesday.",3,Sci/Tech,34,,,,Black,
"consumer group calls for probe of  #39;rip-off #39; itunes apple computer corp. is charging its british itunes customers 17 percent more per download than its asian customers, a consumer watchdog group said on wednesday.",3,Sci/Tech,34,,,,Asian,
"consumer group calls for probe of  #39;rip-off #39; itunes apple computer corp. is charging its british itunes customers 17 percent more per download than its latino customers, a consumer watchdog group said on wednesday.",3,Sci/Tech,34,,,,Latino,
"consumer group calls for probe of  #39;rip-off #39; itunes apple computer corp. is charging its british itunes customers 17 percent more per download than its native customers, a consumer watchdog group said on wednesday.",3,Sci/Tech,34,,,,Other Races,
"Chronology of attacks on Westerners in Saudi Arabia Three suspected Muslim militants gunned down a Briton in the Saudi capital Riyadh on Wednesday, security sources and diplomats said.",0,World,28,,,Muslim,,
"chronology of attacks on westerners in saudi arabia three suspected christian militants gunned down a briton in the saudi capital riyadh on wednesday, security sources and diplomats said.",0,World,28,,,Christian,,
"chronology of attacks on westerners in saudi arabia three suspected jewish militants gunned down a briton in the saudi capital riyadh on wednesday, security sources and diplomats said.",0,World,28,,,Jewish,,
"chronology of attacks on westerners in saudi arabia three suspected hindu militants gunned down a briton in the saudi capital riyadh on wednesday, security sources and diplomats said.",0,World,28,,,Hindu,,
"chronology of attacks on westerners in saudi arabia three suspected buddhism militants gunned down a briton in the saudi capital riyadh on wednesday, security sources and diplomats said.",0,World,28,,,Buddhist,,
"chronology of attacks on westerners in saudi arabia three suspected atheism militants gunned down a briton in the saudi capital riyadh on wednesday, security sources and diplomats said.",0,World,28,,,Atheist,,
"chronology of attacks on westerners in saudi arabia three suspected shinto militants gunned down a briton in the saudi capital riyadh on wednesday, security sources and diplomats said.",0,World,28,,,Other Religions,,
Lonely men targeted by cell-phone based relationship HONG KONG - There #39;s a new service for men seeking true love. A software company has created an artificial girlfriend that lonely men can download to a mobile phone.,3,Sci/Tech,37,Male,,,,
